item,reason,report_id,utility,event_year,field,question,options,answer,confidence,page_refs,document_url,detail
229,low_confidence,sce__sce_psps_postevent_reportjuly_29aug_2_2019_8162019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.78,3;4;8;9,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf,
230,low_confidence,sdge__r1812005_sdge_psps_postevent_report_112426,SDG&E,2021,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.78,6;7;8;22;23;52;53;96,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sdge-psps-postevent-report-112426.pdf,
231,low_confidence,pge__final_psps_10_22_22_weather_post_event_report_20221107,PG&E,2022,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.79,4;5;6;7;8;15;16;75,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/final-psps_10-22-22_weather_post-event_report_20221107.pdf,
232,low_confidence,sce__2020_11_29_sce_psps_post_event_report_final,SCE,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,yes,0.79,3;4,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf,
233,low_confidence,sdge__r1812005_sdge_psps_postevent_report_112426,SDG&E,2021,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.79,6;7;8;9;19;20;35;40,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sdge-psps-postevent-report-112426.pdf,
234,low_confidence,sdge__sdge_sept_28_29_2020_psps_post_event_report,SDG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,yes,0.79,22;23,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sdge-sept-28-29-2020-psps-post-event-report.pdf,
235,low_confidence,pge__psps_event_12_07_20_de_energization_report,PG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.8,4;5;8;9;10;31;34;38,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-07-20-de-energization-report.pdf,
236,low_confidence,sce__20250120sce_psps_post_event_reportdeenergizedfinal,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.8,6;7;8;19;24;25;34;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250120sce-psps-post-event-reportdeenergizedfinal.pdf,
237,low_confidence,sce__sce_may_27_30_2020_psps_post_event_report,SCE,2020,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.8,3;4;7;8,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-may-27-30-2020-psps-post-event-report.pdf,
238,low_confidence,sdge__r1812005_sdge_psps_postevent_report_oct_2931_2023_11_14_2023,SDG&E,2023,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.8,6;7;8;9;10;11;32;33,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sdge-psps-postevent-report-oct-2931-2023-11-14-2023.pdf,
239,low_confidence,sdge__sdge_psps_post_event_report_december_23_24_final,SDG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.8,3;4;6;7;8;13;20,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-post-event-report_december-23-24-final.pdf,
240,low_confidence,sdge__sdge_psps_postevent_reportnov_26dec_9_12232020,SDG&E,2020,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.8,9;41;42;86;88;91;99;100,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-postevent-reportnov-26dec-9-12232020.pdf,
241,low_confidence,sdge__sdge_psps_postevent_reportnov_26dec_9_12232020,SDG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.8,4;5;6;7;10;11;39;370,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-postevent-reportnov-26dec-9-12232020.pdf,
242,low_confidence,pge__pge_public_safety_power_shutoff_oct_56_2019_report,PG&E,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.81,5;6;8;20;23;24;25;26,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-56-2019-amended.pdf,
243,low_confidence,pge__r1812005psps_event_93010152024,PG&E,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.81,4;5;7;9;10;11;13;75,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event-report_20240930-amended-redlined.pdf,
244,low_confidence,sce__r1812005_sce_psps_post_event_for_december_5_2024_high_threat,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.81,8;9;10;11;12;13;63;64,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf,
245,low_confidence,sdge__sdge_de_energization_report_dec_4_2017,SDG&E,2017,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.82,7,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-dec-4-2017.pdf,
246,low_confidence,sdge__sdge_de_energization_report_oct_20_21_2017,SDG&E,2017,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_applicable,0.82,3,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-20-21-2017.pdf,
247,low_confidence,sdge__sdge_psps_postevent_reportnov_26dec_9_12232020,SDG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,yes,0.82,4;5;6;69;70;72;127;130,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-postevent-reportnov-26dec-9-12232020.pdf,
248,low_confidence,pge__pge_post_event_report_9_20_2023,PG&E,2023,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.83,4;5;6;7;8;9;10;81,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/pge-post-event-report-9-20-2023.pdf,
249,low_confidence,pge__psps_event_12_02_20_de_energization_report_final,PG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,no,0.83,4;5;11;31;32;68;74;75,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-02-20-de-energization-report-final.pdf,
250,low_confidence,sce__r1812005sce_psps_postevent_for_november_13_2024_deenergization,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.83,8;9;10;11;13;18;38;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,
251,low_confidence,sce__sce_psps_postevent_report_july_921_2019_822019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.83,3;4;16;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-july-921-2019-822019.pdf,
252,low_confidence,sce__sce_psps_postevent_reportjuly_29aug_2_2019_8162019,SCE,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.83,2;3;4;5;6;7;8;10,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf,
253,low_confidence,sdge__r1812005_sdge_psps_postevent_report_nov_68_2024,SDG&E,2024,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.83,6;7;8;22;25;26;87;88,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sdge-psps-postevent-report-nov-68-2024.pdf,
254,low_confidence,sce__r1812005_sce_psps_post_event_for_september_2_2025_de_energization,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.84,8;9;10;20;24;25;39;40,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,
255,low_confidence,sce__sce_post_event_reporting_october_21_through_october_26_2019,SCE,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.84,3;4;17;18,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psp-post-event-report-oct-2126-2019-11262019.pdf,
256,low_confidence,sce__sce_psps_post_event_reportjune_17_22_2019_752019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.84,3;4;9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-reportjune-17-22-2019-752019.pdf,
257,low_confidence,pge__pge_psps_report_event_nov_6_8_2018,PG&E,2018,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.85,2;3,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/pge-psps-report-event--nov-6-8-2018.pdf,
258,low_confidence,pge__psps_event_12_07_20_de_energization_report,PG&E,2020,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.85,3;4;5;27;28,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/psps-event-12-07-20-de-energization-report.pdf,
259,low_confidence,sce__r1812005sce_psps_postevent_for_november_4_2024_deenergization,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.85,8;9;10;11;14;19;20;69,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-4-2024-deenergization.pdf,
260,low_confidence,sdge__r1812005_sdge_psps_postevent_report_jan_2024_2025_e_serve_2_24_2025,SDG&E,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.85,6;7;8;34;44;45;123;124,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-psps-postevent-report-jan-2024-2025-e-serve-2-24-2025.pdf,
261,low_confidence,pge__pge_esrb8_report_for_oct_26_29_2019,PG&E,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.86,5;6;10;11;37;38;40;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-2629-2019-amended.pdf,
262,low_confidence,pge__pge_public_safety_power_shutoff_oct_2325_2019_report,PG&E,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.86,1;2;6;7;14;16;17;18,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-oct-2325-2019-amended.pdf,
263,low_confidence,sce__20240808sce_psps_post_event_reportdeenergizedfinal,SCE,2024,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.86,5;6;7;19;23;24;30;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,
264,low_confidence,sce__nov_14_18_2020_sce_psps_post_event_report,SCE,2020,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.86,3;4;13;14;24;27;30;33,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf,
265,low_confidence,sce__r1812005_sce_psps_post_event_report_for_11_24_22_de_energization_event,SCE,2022,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.86,8;9;10;11;12;13;18;19,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,
266,low_confidence,sdge__sdge_sept_28_29_2020_psps_post_event_report,SDG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.86,2;4;18,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sdge-sept-28-29-2020-psps-post-event-report.pdf,
267,low_confidence,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.87,9;10;11;12;14;19;20;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,
268,low_confidence,sce__r1812005_sce_psps_post_event_for_september_2_2025_de_energization,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.87,8;9;10;11;12;14;18;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-september-2-2025-de-energization.pdf,
269,low_confidence,sce__r1812005sce_psps_postevent_for_november_13_2024_deenergization,SCE,2024,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.87,8;9;10;21;26;27;40;53,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,
270,low_confidence,sce__sce_jun_25_28_2020_psps_post_event_report,SCE,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.87,3;4;5;9,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,
271,low_confidence,sdge__jan_1416_2021_sdge_psps_post_event_report,SDG&E,2021,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.87,3;4;5,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-1416-2021-sdge-psps-post-event-report.pdf,
272,low_confidence,sdge__sdge_de_energization_report_oct_15_16_2018,SDG&E,2018,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.87,3,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-15-16-2018.pdf,
273,low_confidence,sce__20241217sce_psps_post_event_reportdeenergized_final,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.88,5;6;7;8;10;15;16;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf,
274,low_confidence,sce__r1812005sce_psps_postevent_for_july_22_2026_deenergization,SCE,2026,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,no,0.88,7;8;9;19;20;28;30;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-for-july-22-2026-deenergization.pdf,
275,low_confidence,sce__sce_oct_23_28_2020_psps_post_event_report,SCE,2020,complaints_reported,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,zero,0.88,3;4;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,
276,low_confidence,sce__sce_psps_post_event_report_june_28july8_2019_7222019,SCE,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.88,3;4;5;8;9;29;30,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-report-june-28july8-2019-7222019.pdf,
277,low_confidence,sce__wildfire_072222_scepspsposteventreport,SCE,2022,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.88,5;6;7;16;17;22;23;29,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/wildfire_072222_scepspsposteventreport.pdf,
278,low_confidence,sdge__sdgedeenergizationreportoct23252017,SDG&E,2017,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.88,2;4;7;9;11,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdgedeenergizationreportoct23252017.pdf,
279,low_confidence,pge__pge_public_safety_power_shutoff_oct_912_report,PG&E,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.89,2;3;7;8;9;35;36;37,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/pge-public-safety-power-shutoff-oct-912-reportamended.pdf,
280,low_confidence,sce__r1812005sce_psps_postevent_for_july_22_2026_deenergization,SCE,2026,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.89,7;8;9;21;25;26;39;40,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-for-july-22-2026-deenergization.pdf,
281,low_confidence,sce__sce_esrb_8_report_dec_29_2018_jan1_2019,SCE,2019,complaints_reported,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,one_or_more,0.89,7;8,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sce-esrb-8-report-dec-29-2018-jan1-2019.pdf,
282,low_confidence,sce__sce_may_27_30_2020_psps_post_event_report,SCE,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.89,3;4;5,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-may-27-30-2020-psps-post-event-report.pdf,
283,low_confidence,sce__sce_nov_2326_2019_psps_postevent_report,SCE,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.89,3;4;7;14;15,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-nov-2326-2019-psps-postevent-report.pdf,
284,low_confidence,sce__sce_psps_postevent_report_july_921_2019_822019,SCE,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.89,1;2;3;4;5;18,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-july-921-2019-822019.pdf,
285,low_confidence,sce__sce_psps_postevent_reportjuly_2228_2019_892019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.89,3;4;9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-2228-2019-892019.pdf,
